timestamp,mq2,mq135,mq7,sound,flame,temperature,humidity,liquid,vibration,tilt,risk_score,hazard_level
2026-02-26 22:45:00,67.16,384.13,55.19,52.98,1,22.5,79.4,7.99,0,1.16,24.16574029067835,Safe
2026-02-26 22:45:00,66.42,388.28,54.21,50.81,1,22.4,79.6,7.99,0,1.31,23.859311674394846,Safe
2026-02-26 22:45:00,55.68,425.89,49.57,48.03,1,22.4,79.6,7.99,0,1.29,23.88129034954301,Safe
2026-02-26 22:45:00,70.33,444.44,54.21,53.25,1,22.4,79.6,7.99,0,1.14,25.724182877034274,Safe
2026-02-26 22:45:00,50.79,437.12,46.89,48.26,1,22.3,79.8,7.99,0,1.49,23.376468884422575,Safe
2026-02-26 22:45:00,62.76,457.14,51.53,53.04,1,22.3,80.0,7.99,0,1.22,25.143158334134796,Safe
2026-02-26 22:45:00,64.96,458.36,50.79,52.69,1,22.3,80.1,7.99,0,1.07,25.11877418723825,Safe
2026-02-26 22:45:00,59.83,462.52,50.79,52.72,1,22.3,80.3,7.99,0,1.57,25.144468898022854,Safe
2026-02-26 22:46:00,55.43,460.32,50.31,53.51,1,22.2,80.4,7.99,0,1.92,24.618409706518236,Safe
2026-02-26 22:46:00,57.14,459.83,50.31,52.81,1,22.2,80.5,7.99,0,1.57,24.60518257148003,Safe
2026-02-26 22:46:00,51.04,445.42,43.71,47.47,1,22.2,80.6,7.99,0,1.32,22.82776633930378,Safe
2026-02-26 22:46:00,54.21,448.84,43.71,48.67,1,22.2,80.7,7.99,0,1.51,23.0870325170349,Safe
2026-02-26 22:46:00,47.86,448.6,42.98,47.85,1,22.2,80.6,7.99,0,1.39,22.703051038277803,Safe
2026-02-26 22:46:00,50.79,448.6,42.74,48.29,1,22.1,80.5,7.99,0,1.6,22.53424061414385,Safe
2026-02-26 22:46:00,50.79,468.86,48.11,53.3,1,22.2,80.5,7.99,0,1.44,24.272943078812506,Safe
2026-02-26 22:46:00,50.31,470.09,48.11,53.01,1,22.1,80.6,7.99,0,1.11,23.956794070203824,Safe
2026-02-26 22:46:00,57.14,468.62,47.62,52.72,1,22.1,80.6,7.99,0,1.34,24.130035630563974,Safe
2026-02-26 22:46:00,50.79,446.89,42.49,48.7,1,22.1,80.7,7.99,0,1.33,22.39305924235001,Safe
2026-02-26 22:47:00,34.19,467.16,48.6,53.42,1,22.1,80.8,7.99,0,1.71,23.44519203166188,Safe
2026-02-26 22:47:00,55.19,464.71,48.11,53.04,1,22.1,80.7,7.99,0,1.54,24.048978067318647,Safe
2026-02-26 22:47:00,50.79,460.81,47.62,52.95,1,22.1,80.7,7.99,0,0.93,23.57560142126525,Safe
2026-02-26 22:47:00,54.7,465.69,46.89,53.42,1,22.1,80.7,7.99,0,0.9,23.752288523883248,Safe
2026-02-26 22:47:00,38.34,463.74,47.62,53.1,1,22.0,80.8,7.99,0,1.38,23.00145729929144,Safe
2026-02-26 22:47:00,40.54,462.03,47.13,53.95,1,22.0,80.9,7.99,0,1.15,22.911623540551336,Safe
2026-02-26 22:47:00,51.28,466.42,45.42,53.16,1,22.0,80.9,7.99,0,1.23,23.19238612533398,Safe
2026-02-26 22:47:00,47.13,464.96,46.15,53.01,1,22.0,81.1,7.99,0,1.58,23.17000855044376,Safe
2026-02-26 22:47:00,50.79,464.47,45.18,53.27,1,22.0,81.2,6.52,0,1.28,22.91508329758014,Safe
2026-02-26 22:47:00,30.04,464.71,45.42,52.98,1,22.0,81.2,6.52,0,1.06,22.14261729434781,Safe
2026-02-26 22:47:00,50.55,458.85,45.42,52.95,0,22.0,81.4,6.52,0,1.19,12.753506187727673,Safe
2026-02-26 22:47:00,55.19,465.2,45.67,53.48,0,22.0,81.3,6.09,0,1.96,13.252866867273571,Safe
2026-02-26 22:48:00,50.79,465.69,44.69,53.04,0,21.9,81.4,6.52,0,1.36,12.611147178561637,Safe
2026-02-26 22:48:00,49.57,461.78,43.71,53.16,0,21.9,81.5,6.52,0,1.13,12.246045803467187,Safe
2026-02-26 22:48:00,48.6,464.96,45.18,52.98,0,21.9,81.7,6.14,0,0.89,12.457410501779277,Safe
2026-02-26 22:48:00,48.6,465.69,43.71,53.63,1,22.0,81.8,6.52,0,1.01,22.587792520505243,Safe
2026-02-26 22:48:00,45.67,463.74,43.47,52.63,1,22.0,81.8,6.52,0,1.58,22.47996270853181,Safe
2026-02-26 22:48:00,31.75,464.96,43.71,53.42,1,22.0,81.8,6.52,0,0.97,21.9251938742426,Safe
2026-02-26 22:48:00,38.34,444.2,37.61,48.29,1,22.0,81.9,6.14,0,1.24,20.555384475488506,Safe
2026-02-26 22:48:00,51.04,459.58,44.44,52.98,1,22.0,82.2,6.52,0,1.27,22.652143961187235,Safe
2026-02-26 22:48:00,50.06,456.41,43.71,52.98,1,22.0,82.1,6.52,0,0.85,22.325306637111396,Safe
2026-02-26 22:48:00,45.91,456.9,43.96,53.63,1,21.9,81.9,6.52,0,1.36,22.03753128936915,Safe
2026-02-26 22:49:00,37.85,433.7,36.63,47.74,1,21.9,81.7,6.57,0,1.66,19.899617670663375,Safe
2026-02-26 22:49:00,42.49,460.32,44.2,54.59,1,21.9,82.1,6.17,0,1.11,21.969351025316726,Safe
2026-02-26 22:49:00,35.41,442.0,37.12,48.15,1,21.9,82.3,6.57,0,1.1,20.045214043747084,Safe
2026-02-26 22:49:00,43.96,461.54,43.22,53.01,1,21.9,82.3,6.17,0,1.25,21.930705202517508,Safe
2026-02-26 22:49:00,40.54,460.81,43.22,51.69,1,21.9,82.2,5.83,2551,1.4,21.8102898726287,Safe
2026-02-26 22:49:00,35.16,463.49,43.47,53.92,1,22.0,82.1,6.77,0,1.32,22.0599932121883,Safe
2026-02-26 22:49:00,45.42,464.71,43.71,52.98,1,22.0,82.1,5.42,0,1.4,22.38092018775493,Safe
2026-02-26 22:49:00,40.29,457.14,43.71,53.48,1,22.0,82.3,5.42,0,1.29,21.933076573636992,Safe
2026-02-26 22:49:00,47.62,465.69,43.71,53.39,1,22.0,82.4,5.42,0,1.47,22.506481544275406,Safe
2026-02-26 22:49:00,46.89,460.56,44.2,52.04,1,22.0,82.2,5.42,0,1.49,22.40127732968371,Safe
2026-02-26 22:50:00,37.61,441.51,35.65,48.44,1,22.0,81.9,5.04,0,1.18,19.99392260555832,Safe
2026-02-26 22:50:00,38.83,459.34,42.98,52.22,1,22.0,81.8,5.33,0,1.38,21.83566981825068,Safe
2026-02-26 22:50:00,39.32,438.83,35.16,48.0,1,22.0,81.7,5.04,0,1.34,19.9247884592269,Safe
2026-02-26 22:50:00,39.8,462.27,42.25,53.13,1,22.1,84.1,5.42,0,1.21,22.104479537159587,Safe
2026-02-26 22:50:00,42.98,463.25,41.27,52.98,1,22.1,83.5,5.33,0,1.58,22.153116160964366,Safe
2026-02-26 22:50:00,50.79,360.93,39.56,52.95,1,22.2,82.1,8.28,868915,1.58,34.28764177955413,Safe
2026-02-26 22:50:00,51.04,354.82,39.32,52.45,1,22.2,81.6,7.96,868930,1.56,34.02842575552288,Safe
2026-02-26 22:51:00,46.64,352.38,39.8,53.33,1,22.2,81.4,7.96,874470,1.36,33.92207075454851,Safe
2026-02-26 22:51:00,42.74,351.89,39.56,52.57,1,22.2,81.3,7.96,0,1.56,18.980127685291574,Safe
2026-02-26 22:51:00,43.71,355.31,41.51,52.95,1,22.2,81.4,7.96,0,1.61,19.443707814479808,Safe
2026-02-26 22:51:00,45.67,351.4,41.51,53.22,1,22.2,81.9,7.96,0,1.49,19.374272338295683,Safe
2026-02-26 22:51:00,39.07,331.87,35.65,48.32,1,22.2,82.4,7.99,0,1.76,17.632859991921585,Safe
2026-02-26 22:51:00,40.78,347.99,42.0,52.42,1,22.2,82.5,7.96,0,1.56,19.175275274836956,Safe
2026-02-26 22:51:00,38.83,330.89,35.16,48.82,1,22.2,82.5,8.01,0,1.69,17.50484643443681,Safe
2026-02-26 22:51:00,44.44,343.1,42.98,52.13,1,22.2,82.5,7.96,0,1.51,19.308312930587498,Safe
2026-02-26 22:51:00,24.91,342.12,41.76,52.57,1,22.2,82.4,7.99,0,1.81,18.40606664542308,Safe
2026-02-26 22:51:00,32.48,327.47,35.9,47.91,1,22.2,82.3,7.99,0,1.69,17.275952799948037,Safe
2026-02-26 22:51:00,40.54,336.26,40.54,52.48,1,22.2,82.4,7.96,0,1.21,18.505467094458854,Safe
2026-02-26 22:51:00,41.76,341.15,41.27,52.34,1,22.2,82.5,7.96,0,1.09,18.79891141977628,Safe
2026-02-26 22:52:00,38.83,335.53,39.8,51.84,1,22.2,82.4,8.33,0,1.61,18.413737396911113,Safe
2026-02-26 22:52:00,42.49,332.11,39.07,51.58,1,22.2,82.8,7.96,0,1.62,18.287303207686207,Safe
2026-02-26 22:52:00,47.62,335.29,39.56,52.13,1,22.2,82.8,7.96,0,1.59,18.651962950629468,Safe
2026-02-26 22:52:00,42.98,334.8,40.54,52.07,1,22.2,82.9,7.96,0,1.48,18.59962122181083,Safe
2026-02-26 22:52:00,42.98,336.26,39.8,52.66,1,22.2,82.8,7.96,0,1.3,18.494761304725216,Safe
2026-02-26 22:52:00,38.34,333.82,40.54,50.93,1,22.2,82.2,7.96,0,1.02,18.31313437627263,Safe
2026-02-26 22:52:00,35.41,321.12,35.16,46.97,1,22.2,82.0,7.99,0,1.05,16.956265578466816,Safe
2026-02-26 22:52:00,42.98,336.26,42.49,51.78,1,22.2,81.6,7.96,0,1.04,18.878696083300014,Safe
2026-02-26 22:52:00,32.48,339.19,41.51,51.58,1,22.2,81.4,7.96,0,1.61,18.5201773896699,Safe
2026-02-26 22:52:00,41.27,335.53,42.25,51.96,1,22.2,81.5,7.96,0,1.51,18.836890792643047,Safe
2026-02-26 22:52:00,43.96,336.26,41.27,51.9,1,22.1,81.5,7.96,0,1.36,18.499500109256907,Safe
2026-02-26 22:52:00,35.41,336.26,41.76,52.19,1,22.1,81.4,7.96,0,1.16,18.221237327384507,Safe
2026-02-26 22:53:00,43.96,335.29,41.27,51.72,1,22.1,81.3,7.96,0,1.66,18.52260917903142,Safe
2026-02-26 22:53:00,35.9,334.8,42.0,51.9,1,22.1,81.2,7.96,0,1.61,18.312522333521557,Safe
2026-02-26 22:53:00,50.06,337.0,41.76,52.22,1,22.1,81.1,7.96,0,1.12,18.787316215789463,Safe
2026-02-26 22:53:00,36.63,324.3,35.65,46.92,1,22.1,81.1,7.96,0,1.44,16.96749951057431,Safe
2026-02-26 22:53:00,42.98,335.78,40.54,52.42,1,22.1,81.2,7.96,0,1.4,18.338135934489983,Safe
2026-02-26 22:53:00,38.1,319.66,35.16,46.95,1,22.1,81.3,7.96,0,1.52,16.814123760374862,Safe
2026-02-26 22:53:00,22.71,333.09,41.51,52.07,1,22.1,81.4,7.96,0,1.28,17.62698090432004,Safe
2026-02-26 22:53:00,36.63,316.48,35.16,46.89,1,22.0,81.5,7.99,0,1.69,16.415799779518338,Safe
2026-02-26 22:53:00,29.55,321.86,41.03,51.6,1,22.0,81.4,7.96,0,1.16,17.158404040064184,Safe
2026-02-26 22:53:00,43.47,326.98,41.27,51.55,1,22.1,81.3,7.96,0,1.64,18.24196656663477,Safe
2026-02-26 22:53:00,42.49,330.65,41.76,52.04,1,22.0,81.4,7.96,0,1.47,18.089778162145603,Safe
2026-02-26 22:53:00,34.68,321.12,41.03,52.04,1,22.0,81.3,7.96,0,1.56,17.399087704552866,Safe
2026-02-26 22:54:00,22.47,333.82,42.25,51.66,1,22.0,81.3,7.96,0,1.43,17.507893953577437,Safe
2026-02-26 22:54:00,36.87,332.6,41.27,51.14,1,22.0,82.3,7.96,0,1.59,17.88240445651617,Safe
2026-02-26 22:54:00,42.0,332.11,41.76,52.04,1,22.0,83.1,7.96,0,1.43,18.109719313069544,Safe
2026-02-26 22:54:00,38.1,332.84,42.0,51.87,1,22.0,82.9,7.96,0,1.13,17.97105886022537,Safe
2026-02-26 22:54:00,39.07,332.36,40.54,52.95,1,22.0,82.4,7.96,0,1.52,17.82838455571817,Safe
2026-02-26 22:54:00,27.35,332.6,40.54,51.05,1,22.0,82.1,7.96,0,1.42,17.37796721929228,Safe
2026-02-26 22:54:00,34.43,328.94,42.0,51.84,1,22.0,81.9,8.37,0,1.04,17.742896580477527,Safe
2026-02-26 22:54:00,44.44,332.11,40.54,52.22,1,22.0,81.7,8.37,0,1.09,17.99291190735727,Safe
2026-02-26 22:54:00,40.05,320.15,35.16,47.56,1,22.0,81.5,7.99,0,1.74,16.667360995741458,Safe
2026-02-26 22:54:00,36.39,330.89,40.78,52.42,1,22.0,81.8,7.96,0,1.14,17.652838621340774,Safe
2026-02-26 22:55:00,42.74,333.58,40.78,52.04,1,22.0,81.9,7.96,0,1.7,18.074541085246025,Safe
2026-02-26 22:55:00,41.27,329.67,42.49,51.49,1,22.0,81.7,7.96,0,1.57,18.147952144719827,Safe
2026-02-26 22:55:00,35.16,321.12,35.16,48.59,1,22.0,81.7,7.96,0,1.37,16.44473735912967,Safe
2026-02-26 22:55:00,43.22,332.11,40.54,52.04,1,22.0,81.8,7.96,0,1.56,17.983554043951695,Safe
2026-02-26 22:55:00,38.83,329.91,40.78,55.38,1,22.0,81.8,7.96,0,1.49,17.776149658281096,Safe
2026-02-26 22:55:00,41.03,327.23,41.51,51.84,1,21.9,81.9,7.96,0,1.21,17.564536754560308,Safe
2026-02-26 22:55:00,39.07,324.54,40.05,52.51,1,22.0,82.0,7.96,0,1.35,17.47639273753344,Safe
2026-02-26 22:55:00,33.7,326.01,41.27,51.19,1,22.0,82.2,8.37,0,1.26,17.546635748166157,Safe
2026-02-26 22:56:00,45.18,325.27,39.32,52.04,1,22.0,82.0,8.39,0,1.3,17.652303886477,Safe
2026-02-26 22:56:00,40.54,329.43,40.78,51.52,1,21.9,81.9,7.99,0,1.74,17.59550885006292,Safe
2026-02-26 22:56:00,39.8,319.17,39.8,51.49,1,21.9,81.8,8.37,0,1.29,17.05528017459509,Safe
2026-02-26 22:56:00,42.98,325.76,40.78,51.78,1,21.9,82.0,8.37,0,1.57,17.586297080526013,Safe
2026-02-26 22:56:00,41.51,324.54,40.05,52.66,1,21.9,82.0,8.39,0,1.42,17.352031540152204,Safe
2026-02-26 22:56:00,41.76,324.54,40.78,51.63,1,21.9,82.1,7.96,0,1.44,17.43235114322683,Safe
2026-02-26 22:56:00,45.42,326.5,40.54,52.42,1,21.9,82.1,7.99,0,1.3,17.57100033274806,Safe
2026-02-26 22:56:00,35.16,311.36,35.16,47.03,1,21.9,82.1,7.99,0,1.27,15.8488081529063,Safe
2026-02-26 22:56:00,36.87,326.01,41.76,50.81,1,21.8,82.1,8.37,0,1.53,17.236448596414554,Safe
2026-02-26 22:57:00,36.87,323.08,41.27,51.58,1,21.8,82.2,8.37,0,1.26,17.01891283730507,Safe
2026-02-26 22:57:00,21.73,328.45,41.27,52.31,1,21.8,82.1,7.96,0,0.75,16.479855666231856,Safe
2026-02-26 22:57:00,30.77,324.54,40.78,51.11,1,21.8,82.1,8.39,0,1.39,16.782332329438844,Safe
2026-02-26 22:57:00,35.65,325.52,41.27,52.01,1,21.8,82.2,8.37,0,1.52,17.095252395523016,Safe
2026-02-26 22:57:00,34.92,326.98,39.8,51.99,1,21.8,82.1,8.45,0,1.8,16.93716699801115,Safe
2026-02-26 22:57:00,34.92,327.96,41.03,51.96,1,21.8,82.2,8.39,0,1.78,17.153912093621006,Safe
2026-02-26 22:57:00,40.29,327.23,40.78,51.9,1,21.8,82.2,8.39,0,1.17,17.18448478485666,Safe
2026-02-26 22:57:00,40.29,318.93,40.29,52.04,1,21.8,82.5,8.45,0,1.69,16.947037975951375,Safe
2026-02-26 22:57:00,37.85,328.21,39.8,52.69,1,21.8,82.6,8.47,0,1.41,17.018485560952108,Safe
2026-02-26 22:57:00,42.25,327.47,41.27,52.81,1,21.8,82.9,11.42,0,1.55,17.759173349402975,Safe
2026-02-26 22:57:00,31.5,325.03,40.29,51.63,1,21.8,83.0,11.42,0,1.32,17.081953387168113,Safe
2026-02-26 22:58:00,36.39,324.54,41.27,53.16,1,21.8,83.0,11.85,0,1.29,17.45105523957613,Safe
2026-02-26 22:58:00,20.27,325.52,40.54,52.04,1,21.8,82.9,11.85,0,1.34,16.768366154746463,Safe
2026-02-26 22:58:00,20.76,309.16,34.92,46.51,1,21.8,82.7,11.44,0,1.2,15.306913974548674,Safe
2026-02-26 22:58:00,35.41,323.81,40.54,51.99,1,21.8,82.5,10.24,0,1.46,17.12023313277774,Safe
2026-02-26 22:58:00,35.41,324.3,39.07,52.34,1,21.8,82.3,11.85,0,1.51,17.094091397157083,Safe
2026-02-26 22:58:00,41.27,323.08,41.51,52.89,1,21.8,82.3,11.44,0,1.21,17.565971224600496,Safe
2026-02-26 22:58:00,29.3,324.79,40.54,54.33,1,21.8,82.3,11.01,0,1.16,16.956357360426594,Safe
2026-02-26 22:58:00,37.85,319.66,40.05,52.81,1,21.8,82.6,11.42,0,1.02,17.061566745904834,Safe
2026-02-26 22:58:00,40.54,324.3,41.51,51.87,1,21.8,83.0,9.81,0,0.25,17.218890544037954,Safe
2026-02-26 22:58:00,36.87,309.89,34.43,47.03,1,21.8,83.3,11.03,0,0.67,15.715038574675855,Safe
2026-02-26 22:58:00,24.18,322.83,40.78,53.07,1,21.8,83.3,10.99,0,1.45,16.790681032753742,Safe
2026-02-26 22:59:00,27.11,310.13,34.43,47.71,1,21.9,83.5,11.03,0,1.67,15.811454045206775,Safe
2026-02-26 22:59:00,35.16,310.38,35.16,46.86,1,21.9,83.8,11.44,0,1.18,16.198254462165945,Safe
2026-02-26 22:59:00,41.76,311.84,27.84,47.71,1,21.9,83.6,11.85,869603,1.71,30.15745542927627,Safe
2026-02-26 22:59:00,33.46,326.01,39.8,52.25,1,21.9,83.0,11.85,869487,1.6,32.1777791260558,Safe
2026-02-26 22:59:00,27.35,310.13,34.92,47.68,1,21.9,82.9,10.6,869309,1.75,30.553862476251183,Safe
2026-02-26 22:59:00,19.29,324.3,41.76,52.13,1,22.0,82.8,10.99,869453,1.64,32.091438706316346,Safe
2026-02-26 22:59:00,29.55,326.98,41.51,51.63,1,22.0,83.0,11.42,869441,1.66,32.572884690048376,Safe
2026-02-26 22:59:00,35.16,328.21,42.25,52.25,1,22.0,83.1,10.99,869403,1.31,32.8279916231172,Safe
2026-02-26 22:59:00,35.16,325.52,41.03,52.31,1,22.0,83.1,11.42,869390,1.39,32.61251865613845,Safe
2026-02-26 23:00:00,31.01,314.04,35.16,47.38,1,22.0,82.9,11.01,869565,1.61,31.15568203957358,Safe
2026-02-26 23:00:00,28.08,323.57,40.05,51.99,1,22.1,82.7,11.01,869463,1.62,32.40206270461676,Safe
2026-02-26 23:00:00,36.87,326.25,42.25,52.25,1,22.1,82.8,10.99,869503,1.75,33.188841017781016,Safe
2026-02-26 23:00:00,37.85,323.81,41.51,51.78,1,22.1,82.6,11.42,869497,1.62,33.05750944049152,Safe
2026-02-26 23:00:00,31.01,324.3,41.03,52.25,1,22.1,82.4,10.99,869597,1.59,32.68615854384108,Safe
2026-02-26 23:00:00,32.48,326.98,42.74,52.37,1,22.1,82.7,11.42,869411,1.58,33.14264853132209,Safe
2026-02-26 23:00:00,35.16,324.3,41.51,52.37,1,22.2,82.6,11.44,869455,1.47,33.2244565774204,Safe
2026-02-26 23:00:00,31.5,324.3,41.27,52.84,1,22.2,82.3,11.42,869520,1.66,33.08119963957702,Safe
2026-02-26 23:00:00,36.14,321.12,39.07,52.13,1,22.2,81.9,10.99,869587,1.83,32.78666019305905,Safe
2026-02-26 23:00:00,20.76,324.3,39.8,52.04,1,22.2,81.9,10.41,0,1.89,17.67403524809978,Safe
2026-02-26 23:00:00,31.26,321.12,39.32,52.54,1,22.2,81.8,10.41,0,1.75,17.867720466748633,Safe
2026-02-26 23:00:00,34.92,319.66,40.05,51.9,1,22.2,81.6,10.41,0,1.5,18.032021353590842,Safe
2026-02-26 23:01:00,35.9,320.88,41.27,51.99,1,22.2,81.4,10.41,0,1.5,18.301880094293423,Safe
2026-02-26 23:01:00,29.3,320.15,40.78,51.96,1,22.2,81.2,10.41,0,1.69,17.98671467661035,Safe
2026-02-26 23:01:00,30.04,304.52,34.68,47.38,1,22.2,81.2,10.77,0,1.97,16.643620361621505,Safe
2026-02-26 23:01:00,35.16,318.19,41.03,52.48,1,22.1,81.2,10.34,0,1.38,17.844842447943133,Safe
2026-02-26 23:01:00,29.06,319.66,39.56,52.04,1,22.1,81.3,10.41,0,1.48,17.452278582765953,Safe
2026-02-26 23:01:00,26.86,300.85,34.92,46.86,1,22.1,81.4,10.43,0,1.23,16.00004825154513,Safe
2026-02-26 23:01:00,29.55,317.95,38.58,51.78,1,22.1,81.4,10.41,0,1.31,17.230539071267014,Safe
2026-02-26 23:01:00,36.39,328.21,42.74,52.19,1,22.0,81.5,10.41,0,1.73,18.26882719676996,Safe
2026-02-26 23:02:00,11.72,308.42,35.9,46.3,1,22.1,81.7,10.34,0,1.51,15.863273879865226,Safe
2026-02-26 23:02:00,35.16,323.81,41.51,51.75,1,22.2,81.6,10.32,0,1.64,18.418223779905695,Safe
2026-02-26 23:02:00,27.35,307.94,35.16,46.48,1,22.2,81.5,10.32,0,1.5,16.590662920300723,Safe
2026-02-26 23:02:00,34.92,344.08,41.27,52.13,0,22.2,81.2,9.47,0,1.32,8.84742429656229,Safe
2026-02-26 23:02:00,11.97,329.67,39.56,51.69,0,22.3,81.2,9.47,0,1.18,7.516477824008754,Safe
2026-02-26 23:02:00,36.87,331.62,41.76,53.66,0,22.3,80.8,9.9,0,1.58,8.984452360145669,Safe
2026-02-26 23:02:00,35.16,328.21,41.27,52.69,0,22.5,80.7,9.9,0,1.43,9.26463636424739,Safe
2026-02-26 23:03:00,46.64,328.69,40.54,52.69,1,22.9,80.6,9.9,868767,1.35,35.371875612998316,Safe
2026-02-26 23:03:00,31.99,326.74,40.78,51.63,1,23.0,80.0,9.9,868867,1.54,35.11262597595246,Safe
2026-02-26 23:03:00,31.75,324.79,39.8,51.28,1,23.0,79.1,9.9,868734,1.34,34.848423686312486,Safe
2026-02-26 23:03:00,35.9,325.76,40.29,52.31,1,23.0,78.5,9.9,869557,1.32,35.123169325904776,Safe
2026-02-26 23:03:00,31.99,329.18,39.56,52.51,1,22.9,78.5,9.9,869525,1.6,34.737506427956596,Safe
